Time (s),ATP_pool (mM),Spo0A (mM),Spo0A_P (mM),RapA (mM),SigmaH (mM),Septum (mM),SigmaF (mM),SigmaE (mM),SigmaG (mM),SigmaK (mM),Forespore (mM),GTP_pool (mM),Mother_cell (mM),Cortex (mM),Inner_coat (mM),Outer_coat (mM),Mature_spore (mM),ADP_pool (mM),GDP_pool (mM),Nutrients (mM),Cell_density (mM),KinA_kinase (mM),KinA_P (mM),Spo0F (mM),Spo0F_P (mM),Spo0B (mM),T_KinA_activation (firings),T_sigmaE_feedback (firings),T_sigmaG_transcription (firings),T_sigmaK_transcription (firings),T_forespore_formation (firings),T_mother_cell_formation (firings),T_cortex_synthesis (firings),T_inner_coat_synthesis (firings),T_outer_coat_synthesis (firings),T_spore_maturation (firings),Source_nutrient_depletion (firings),T_Spo0F_phosphorylation (firings),Source_ATP_regen (firings),Source_GTP_regen (firings),Source_cell_density (firings),T_Spo0F_dephosphorylation (firings),T_Spo0A_phosphorylation (firings),T_Spo0A_dephosphorylation (firings),T_sigmaH_transcription (firings),T_septation (firings),T_sigmaF_activation (firings),T_sigmaE_activation (firings)
1.674000,4.520354,0.025000,0.000000,0.005000,0.001000,0.001000,0.000000,0.000000,0.002000,0.001000,0.000000,2.834494,0.001000,0.001674,0.001674,0.001674,0.001000,0.481320,0.167180,100.000000,2.674000,0.008000,0.002000,0.020000,0.000000,0.015000,2,0,2,1,0,1,1.6740000000000013,1.6740000000000013,1.6740000000000013,1,1.6740000000000013,0,1.6740000000000013,1.6740000000000013,1.6740000000000013,0,0,0,1,1,0,0
1.728000,4.475688,0.025000,0.000000,0.005000,0.001000,0.001000,0.001000,0.000000,0.003000,0.001000,0.000000,2.830768,0.001000,0.001728,0.001728,0.001728,0.001000,0.526040,0.170960,100.000000,2.728000,0.008000,0.002000,0.020000,0.000000,0.015000,2,0,3,1,0,1,1.7280000000000013,1.7280000000000013,1.7280000000000013,1,1.7280000000000013,0,1.7280000000000013,1.7280000000000013,1.7280000000000013,0,0,0,1,1,1,0
1.782000,4.466022,0.025000,0.000000,0.005000,0.001000,0.001000,0.001000,0.000000,0.003000,0.001000,0.000000,2.827042,0.001000,0.001782,0.001782,0.001782,0.001000,0.535760,0.174740,100.000000,2.782000,0.009000,0.001000,0.019000,0.001000,0.015000,2,0,3,1,0,1,1.7820000000000014,1.7820000000000014,1.7820000000000014,1,1.7820000000000014,1,1.7820000000000014,1.7820000000000014,1.7820000000000014,0,0,0,1,1,1,0
1.836000,4.401356,0.025000,0.000000,0.005000,0.001000,0.001000,0.001000,0.000000,0.004000,0.001000,0.000000,2.823316,0.002000,0.001836,0.001836,0.001836,0.001000,0.600480,0.178520,100.000000,2.836000,0.008000,0.002000,0.019000,0.001000,0.015000,3,0,4,1,0,2,1.8360000000000014,1.8360000000000014,1.8360000000000014,1,1.8360000000000014,1,1.8360000000000014,1.8360000000000014,1.8360000000000014,0,0,0,1,1,1,0
1.890000,4.381690,0.025000,0.000000,0.005000,0.002000,0.001000,0.001000,0.000000,0.004000,0.001000,0.000000,2.819590,0.002000,0.001890,0.001890,0.001890,0.001000,0.620200,0.182300,100.000000,2.890000,0.008000,0.002000,0.020000,0.000000,0.015000,3,0,4,1,0,2,1.8900000000000015,1.8900000000000015,1.8900000000000015,1,1.8900000000000015,1,1.8900000000000015,1.8900000000000015,1.8900000000000015,1,0,0,2,1,1,0
1.944000,4.372024,0.025000,0.000000,0.005000,0.002000,0.001000,0.001000,0.000000,0.004000,0.001000,0.000000,2.815864,0.002000,0.001944,0.001944,0.001944,0.001000,0.629920,0.186080,100.000000,2.944000,0.008000,0.002000,0.020000,0.000000,0.015000,3,0,4,1,0,2,1.9440000000000015,1.9440000000000015,1.9440000000000015,1,1.9440000000000015,1,1.9440000000000015,1.9440000000000015,1.9440000000000015,1,0,0,2,1,1,0
1.998000,4.332358,0.025000,0.000000,0.005000,0.002000,0.001000,0.001000,0.000000,0.004000,0.001000,0.000000,2.812138,0.003000,0.001998,0.001998,0.001998,0.001000,0.669640,0.189860,100.000000,2.998000,0.008000,0.002000,0.020000,0.000000,0.015000,3,0,4,1,0,3,1.9980000000000016,1.9980000000000016,1.9980000000000016,1,1.9980000000000016,1,1.9980000000000016,1.9980000000000016,1.9980000000000016,1,0,0,2,1,1,0
2.052000,4.322692,0.025000,0.000000,0.005000,0.002000,0.001000,0.001000,0.000000,0.004000,0.001000,0.000000,2.808412,0.003000,0.002052,0.002052,0.002052,0.001000,0.679360,0.193640,100.000000,3.052000,0.008000,0.002000,0.020000,0.000000,0.015000,3,0,4,1,0,3,2.0519999999999996,2.0519999999999996,2.0519999999999996,1,2.0519999999999996,1,2.0519999999999996,2.0519999999999996,2.0519999999999996,1,0,0,2,1,1,0
2.106000,4.313026,0.025000,0.000000,0.005000,0.002000,0.001000,0.001000,0.000000,0.004000,0.001000,0.000000,2.804686,0.003000,0.002106,0.002106,0.002106,0.001000,0.689080,0.197420,100.000000,3.106000,0.008000,0.002000,0.020000,0.000000,0.015000,3,0,4,1,0,3,2.1059999999999977,2.1059999999999977,2.1059999999999977,1,2.1059999999999977,1,2.1059999999999977,2.1059999999999977,2.1059999999999977,1,0,0,2,1,1,0
2.160000,4.303360,0.025000,0.000000,0.005000,0.002000,0.001000,0.001000,0.000000,0.004000,0.001000,0.000000,2.800960,0.003000,0.002160,0.002160,0.002160,0.001000,0.698800,0.201200,100.000000,3.160000,0.008000,0.002000,0.020000,0.000000,0.015000,3,0,4,1,0,3,2.1599999999999957,2.1599999999999957,2.1599999999999957,1,2.1599999999999957,1,2.1599999999999957,2.1599999999999957,2.1599999999999957,1,0,0,2,1,1,0
