Time (s),ATP_pool (mM),Spo0A (mM),Spo0A_P (mM),RapA (mM),SigmaH (mM),Septum (mM),SigmaF (mM),SigmaE (mM),SigmaG (mM),SigmaK (mM),Forespore (mM),GTP_pool (mM),Mother_cell (mM),Cortex (mM),Inner_coat (mM),Outer_coat (mM),Mature_spore (mM),ADP_pool (mM),GDP_pool (mM),Nutrients (mM),Cell_density (mM),KinA_kinase (mM),KinA_P (mM),Spo0F (mM),Spo0F_P (mM),Spo0B (mM),T_KinA_activation (firings),T_sigmaE_feedback (firings),T_sigmaG_transcription (firings),T_sigmaK_transcription (firings),T_forespore_formation (firings),T_mother_cell_formation (firings),T_cortex_synthesis (firings),T_inner_coat_synthesis (firings),T_outer_coat_synthesis (firings),T_spore_maturation (firings),Source_nutrient_depletion (firings),T_Spo0F_phosphorylation (firings),Source_ATP_regen (firings),Source_GTP_regen (firings),Source_cell_density (firings),T_Spo0F_dephosphorylation (firings),T_Spo0A_phosphorylation (firings),T_Spo0A_dephosphorylation (firings),T_sigmaH_transcription (firings),T_septation (firings),T_sigmaF_activation (firings),T_sigmaE_activation (firings)
0.240000,5006.399571,25.000000,0.000000,5.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4984.908701,0.000000,0.000000,0.000000,0.000000,0.000000,996.000000,996.000000,99.976000,1.002400,10.000000,0.000000,20.000000,0.000000,15.000000,0,0,0,0,0,0,0,0,0,0,0.023999999999999997,0,0.9599892638733778,34.90870050448646,0.0024000000000000007,0,0,0,0,1,0,0
0.246000,5007.359549,25.000000,0.000000,5.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4985.781408,0.000000,0.000000,0.000000,0.000000,0.000000,996.000000,996.000000,99.975400,1.002460,10.000000,0.000000,20.000000,0.000000,15.000000,0,0,0,0,0,0,0,0,0,0,0.024599999999999997,0,0.9839887270260465,35.78140825549259,0.002460000000000001,0,0,0,0,1,0,0
0.252000,5008.319527,25.000000,0.000000,5.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4986.654116,0.000000,0.000000,0.000000,0.000000,0.000000,996.000000,996.000000,99.974800,1.002520,10.000000,0.000000,20.000000,0.000000,15.000000,0,0,0,0,0,0,0,0,0,0,0.025199999999999997,0,1.0079881770818775,36.65411553025008,0.002520000000000001,0,0,0,0,1,0,0
0.258000,5009.279505,25.000000,0.000000,5.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4987.526822,0.000000,0.000000,0.000000,0.000000,0.000000,996.000000,996.000000,99.974200,1.002580,10.000000,0.000000,20.000000,0.000000,15.000000,0,0,0,0,0,0,0,0,0,0,0.025799999999999997,0,1.0319876140407278,37.52682232875373,0.002580000000000001,0,0,0,0,1,0,0
0.264000,5010.239482,25.000000,0.000000,5.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4988.399529,0.000000,0.000000,0.000000,0.000000,0.000000,996.000000,996.000000,99.973600,1.002640,10.000000,0.000000,20.000000,0.000000,15.000000,0,0,0,0,0,0,0,0,0,0,0.026399999999999996,0,1.0559870379024545,38.39952865099834,0.0026400000000000013,0,0,0,0,1,0,0
0.270000,5011.199458,25.000000,0.000000,5.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4989.272234,0.000000,0.000000,0.000000,0.000000,0.000000,996.000000,996.000000,99.973000,1.002700,10.000000,0.000000,20.000000,0.000000,15.000000,0,0,0,0,0,0,0,0,0,0,0.026999999999999996,0,1.0799864486669148,39.27223449697872,0.0027000000000000014,0,0,0,0,1,0,0
0.276000,5012.159434,25.000000,0.000000,5.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4990.144940,0.000000,0.000000,0.000000,0.000000,0.000000,996.000000,996.000000,99.972400,1.002760,10.000000,0.000000,20.000000,0.000000,15.000000,0,0,0,0,0,0,0,0,0,0,0.027599999999999996,0,1.1039858463339658,40.14493986668966,0.0027600000000000016,0,0,0,0,1,0,0
0.282000,5013.119409,25.000000,0.000000,5.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4991.017645,0.000000,0.000000,0.000000,0.000000,0.000000,996.000000,996.000000,99.971800,1.002820,10.000000,0.000000,20.000000,0.000000,15.000000,0,0,0,0,0,0,0,0,0,0,0.028199999999999996,0,1.1279852309034646,41.017644760125975,0.0028200000000000018,0,0,0,0,1,0,0
0.288000,5009.079384,25.000000,0.000000,5.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4991.890349,0.000000,0.000000,0.000000,0.000000,0.000000,997.000000,996.000000,99.971200,1.002880,9.000000,1.000000,20.000000,0.000000,15.000000,1,0,0,0,0,0,0,0,0,0,0.028799999999999996,0,1.151984602375268,41.89034917728247,0.002880000000000002,0,0,0,0,1,0,0
0.294000,5010.039358,25.000000,0.000000,5.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4992.763053,0.000000,0.000000,0.000000,0.000000,0.000000,997.000000,996.000000,99.970600,1.002940,9.000000,1.000000,20.000000,0.000000,15.000000,1,0,0,0,0,0,0,0,0,0,0.029399999999999996,0,1.1759839607492335,42.763053118153934,0.002940000000000002,0,0,0,0,1,0,0
0.300000,5010.999332,25.000000,0.000000,5.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4993.635757,0.000000,0.000000,0.000000,0.000000,0.000000,997.000000,996.000000,99.970000,1.003000,9.000000,1.000000,20.000000,0.000000,15.000000,1,0,0,0,0,0,0,0,0,0,0.029999999999999995,0,1.1999833060252179,43.63575658273518,0.0030000000000000022,0,0,0,0,1,0,0
0.306000,5011.959306,25.000000,0.000000,5.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4994.508460,0.000000,0.000000,0.000000,0.000000,0.000000,997.000000,996.000000,99.969400,1.003060,9.000000,1.000000,20.000000,0.000000,15.000000,1,0,0,0,0,0,0,0,0,0,0.030599999999999995,0,1.2239826382030783,44.508459571021014,0.0030600000000000024,0,0,0,0,1,0,0
0.312000,5012.919278,25.000000,0.000000,5.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4995.381162,0.000000,0.000000,0.000000,0.000000,0.000000,997.000000,996.000000,99.968800,1.003120,9.000000,1.000000,20.000000,0.000000,15.000000,1,0,0,0,0,0,0,0,0,0,0.031199999999999995,0,1.2479819572826718,45.38116208300623,0.0031200000000000025,0,0,0,0,1,0,0
0.318000,5013.879251,25.000000,0.000000,5.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4996.253864,0.000000,0.000000,0.000000,0.000000,0.000000,997.000000,996.000000,99.968200,1.003180,9.000000,1.000000,20.000000,0.000000,15.000000,1,0,0,0,0,0,0,0,0,0,0.031799999999999995,0,1.2719812632638554,46.253864118685634,0.0031800000000000027,0,0,0,0,1,0,0
0.324000,5014.839222,25.000000,0.000000,5.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4997.126566,0.000000,0.000000,0.000000,0.000000,0.000000,997.000000,996.000000,99.967600,1.003240,9.000000,1.000000,20.000000,0.000000,15.000000,1,0,0,0,0,0,0,0,0,0,0.0324,0,1.2959805561464863,47.12656567805403,0.003240000000000003,0,0,0,0,1,0,0
0.330000,5015.799193,25.000000,0.000000,5.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4997.999267,0.000000,0.000000,0.000000,0.000000,0.000000,997.000000,996.000000,99.967000,1.003300,9.000000,1.000000,20.000000,0.000000,15.000000,1,0,0,0,0,0,0,0,0,0,0.033,0,1.3199798359304216,47.99926676110621,0.003300000000000003,0,0,0,0,1,0,0
