Time (s),Glucose (mM),ATP (mM),G6P (mM),ADP (mM),Hexokinase (firings)
1.404000,4998.596215,2998.596215,101.403785,101.403785,468
1.407000,4998.593216,2998.593216,101.406784,101.406784,469
1.410000,4998.590216,2998.590216,101.409784,101.409784,470
1.413000,4998.587217,2998.587217,101.412783,101.412783,471
1.416000,4998.584217,2998.584217,101.415783,101.415783,472
1.419000,4998.581218,2998.581218,101.418782,101.418782,473
1.422000,4998.578218,2998.578218,101.421782,101.421782,474
1.425000,4998.575219,2998.575219,101.424781,101.424781,475
1.428000,4998.572219,2998.572219,101.427781,101.427781,476
1.431000,4998.569219,2998.569219,101.430781,101.430781,477
1.434000,4998.566220,2998.566220,101.433780,101.433780,478
1.437000,4998.563220,2998.563220,101.436780,101.436780,479
1.440000,4998.560221,2998.560221,101.439779,101.439779,480
1.443000,4998.557221,2998.557221,101.442779,101.442779,481
1.446000,4998.554222,2998.554222,101.445778,101.445778,482
1.449000,4998.551222,2998.551222,101.448778,101.448778,483
1.452000,4998.548223,2998.548223,101.451777,101.451777,484
1.455000,4998.545223,2998.545223,101.454777,101.454777,485
1.458000,4998.542224,2998.542224,101.457776,101.457776,486
1.461000,4998.539224,2998.539224,101.460776,101.460776,487
1.464000,4998.536225,2998.536225,101.463775,101.463775,488
1.467000,4998.533225,2998.533225,101.466775,101.466775,489
1.470000,4998.530225,2998.530225,101.469775,101.469775,490
1.473000,4998.527226,2998.527226,101.472774,101.472774,491
1.476000,4998.524226,2998.524226,101.475774,101.475774,492
1.479000,4998.521227,2998.521227,101.478773,101.478773,493
1.482000,4998.518227,2998.518227,101.481773,101.481773,494
1.485000,4998.515228,2998.515228,101.484772,101.484772,495
1.488000,4998.512228,2998.512228,101.487772,101.487772,496
1.491000,4998.509229,2998.509229,101.490771,101.490771,497
1.494000,4998.506229,2998.506229,101.493771,101.493771,498
1.497000,4998.503230,2998.503230,101.496770,101.496770,499
1.500000,4998.500230,2998.500230,101.499770,101.499770,500
1.503000,4998.497230,2998.497230,101.502770,101.502770,501
1.506000,4998.494231,2998.494231,101.505769,101.505769,502
1.509000,4998.491231,2998.491231,101.508769,101.508769,503
1.512000,4998.488232,2998.488232,101.511768,101.511768,504
1.515000,4998.485232,2998.485232,101.514768,101.514768,505
1.518000,4998.482233,2998.482233,101.517767,101.517767,506
1.521000,4998.479233,2998.479233,101.520767,101.520767,507
1.524000,4998.476234,2998.476234,101.523766,101.523766,508
1.527000,4998.473234,2998.473234,101.526766,101.526766,509
1.530000,4998.470235,2998.470235,101.529765,101.529765,510
1.533000,4998.467235,2998.467235,101.532765,101.532765,511
1.536000,4998.464236,2998.464236,101.535764,101.535764,512
1.539000,4998.461236,2998.461236,101.538764,101.538764,513
1.542000,4998.458236,2998.458236,101.541764,101.541764,514
1.545000,4998.455237,2998.455237,101.544763,101.544763,515
1.548000,4998.452237,2998.452237,101.547763,101.547763,516
1.551000,4998.449238,2998.449238,101.550762,101.550762,517
1.554000,4998.446238,2998.446238,101.553762,101.553762,518
1.557000,4998.443239,2998.443239,101.556761,101.556761,519
1.560000,4998.440239,2998.440239,101.559761,101.559761,520
1.563000,4998.437240,2998.437240,101.562760,101.562760,521
1.566000,4998.434240,2998.434240,101.565760,101.565760,522
1.569000,4998.431241,2998.431241,101.568759,101.568759,523
1.572000,4998.428241,2998.428241,101.571759,101.571759,524
1.575000,4998.425242,2998.425242,101.574758,101.574758,525
1.578000,4998.422242,2998.422242,101.577758,101.577758,526
1.581000,4998.419242,2998.419242,101.580758,101.580758,527
1.584000,4998.416243,2998.416243,101.583757,101.583757,528
1.587000,4998.413243,2998.413243,101.586757,101.586757,529
1.590000,4998.410244,2998.410244,101.589756,101.589756,530
1.593000,4998.407244,2998.407244,101.592756,101.592756,531
1.596000,4998.404245,2998.404245,101.595755,101.595755,532
1.599000,4998.401245,2998.401245,101.598755,101.598755,533
1.602000,4998.398246,2998.398246,101.601754,101.601754,534
1.605000,4998.395246,2998.395246,101.604754,101.604754,535
1.608000,4998.392247,2998.392247,101.607753,101.607753,536
1.611000,4998.389247,2998.389247,101.610753,101.610753,537
1.614000,4998.386248,2998.386248,101.613752,101.613752,538
1.617000,4998.383248,2998.383248,101.616752,101.616752,539
1.620000,4998.380248,2998.380248,101.619752,101.619752,540
1.623000,4998.377249,2998.377249,101.622751,101.622751,541
1.626000,4998.374249,2998.374249,101.625751,101.625751,542
1.629000,4998.371250,2998.371250,101.628750,101.628750,543
1.632000,4998.368250,2998.368250,101.631750,101.631750,544
1.635000,4998.365251,2998.365251,101.634749,101.634749,545
1.638000,4998.362251,2998.362251,101.637749,101.637749,546
1.641000,4998.359252,2998.359252,101.640748,101.640748,547
1.644000,4998.356252,2998.356252,101.643748,101.643748,548
1.647000,4998.353253,2998.353253,101.646747,101.646747,549
1.650000,4998.350253,2998.350253,101.649747,101.649747,550
1.653000,4998.347253,2998.347253,101.652747,101.652747,551
1.656000,4998.344254,2998.344254,101.655746,101.655746,552
1.659000,4998.341254,2998.341254,101.658746,101.658746,553
1.662000,4998.338255,2998.338255,101.661745,101.661745,554
1.665000,4998.335255,2998.335255,101.664745,101.664745,555
1.668000,4998.332256,2998.332256,101.667744,101.667744,556
1.671000,4998.329256,2998.329256,101.670744,101.670744,557
1.674000,4998.326257,2998.326257,101.673743,101.673743,558
1.677000,4998.323257,2998.323257,101.676743,101.676743,559
1.680000,4998.320258,2998.320258,101.679742,101.679742,560
1.683000,4998.317258,2998.317258,101.682742,101.682742,561
1.686000,4998.314259,2998.314259,101.685741,101.685741,562
1.689000,4998.311259,2998.311259,101.688741,101.688741,563
1.692000,4998.308259,2998.308259,101.691741,101.691741,564
1.695000,4998.305260,2998.305260,101.694740,101.694740,565
1.698000,4998.302260,2998.302260,101.697740,101.697740,566
1.701000,4998.299261,2998.299261,101.700739,101.700739,567
1.704000,4998.296261,2998.296261,101.703739,101.703739,568
1.707000,4998.293262,2998.293262,101.706738,101.706738,569
1.710000,4998.290262,2998.290262,101.709738,101.709738,570
1.713000,4998.287263,2998.287263,101.712737,101.712737,571
1.716000,4998.284263,2998.284263,101.715737,101.715737,572
1.719000,4998.281264,2998.281264,101.718736,101.718736,573
1.722000,4998.278264,2998.278264,101.721736,101.721736,574
1.725000,4998.275265,2998.275265,101.724735,101.724735,575
1.728000,4998.272265,2998.272265,101.727735,101.727735,576
1.731000,4998.269265,2998.269265,101.730735,101.730735,577
1.734000,4998.266266,2998.266266,101.733734,101.733734,578
1.737000,4998.263266,2998.263266,101.736734,101.736734,579
1.740000,4998.260267,2998.260267,101.739733,101.739733,580
1.743000,4998.257267,2998.257267,101.742733,101.742733,581
1.746000,4998.254268,2998.254268,101.745732,101.745732,582
1.749000,4998.251268,2998.251268,101.748732,101.748732,583
1.752000,4998.248269,2998.248269,101.751731,101.751731,584
1.755000,4998.245269,2998.245269,101.754731,101.754731,585
1.758000,4998.242270,2998.242270,101.757730,101.757730,586
1.761000,4998.239270,2998.239270,101.760730,101.760730,587
1.764000,4998.236271,2998.236271,101.763729,101.763729,588
1.767000,4998.233271,2998.233271,101.766729,101.766729,589
1.770000,4998.230271,2998.230271,101.769729,101.769729,590
1.773000,4998.227272,2998.227272,101.772728,101.772728,591
1.776000,4998.224272,2998.224272,101.775728,101.775728,592
1.779000,4998.221273,2998.221273,101.778727,101.778727,593
1.782000,4998.218273,2998.218273,101.781727,101.781727,594
1.785000,4998.215274,2998.215274,101.784726,101.784726,595
1.788000,4998.212274,2998.212274,101.787726,101.787726,596
1.791000,4998.209275,2998.209275,101.790725,101.790725,597
1.794000,4998.206275,2998.206275,101.793725,101.793725,598
1.797000,4998.203276,2998.203276,101.796724,101.796724,599
1.800000,4998.200276,2998.200276,101.799724,101.799724,600
1.803000,4998.197277,2998.197277,101.802723,101.802723,601
1.806000,4998.194277,2998.194277,101.805723,101.805723,602
1.809000,4998.191277,2998.191277,101.808723,101.808723,603
1.812000,4998.188278,2998.188278,101.811722,101.811722,604
1.815000,4998.185278,2998.185278,101.814722,101.814722,605
1.818000,4998.182279,2998.182279,101.817721,101.817721,606
1.821000,4998.179279,2998.179279,101.820721,101.820721,607
1.824000,4998.176280,2998.176280,101.823720,101.823720,608
1.827000,4998.173280,2998.173280,101.826720,101.826720,609
1.830000,4998.170281,2998.170281,101.829719,101.829719,610
1.833000,4998.167281,2998.167281,101.832719,101.832719,611
1.836000,4998.164282,2998.164282,101.835718,101.835718,612
1.839000,4998.161282,2998.161282,101.838718,101.838718,613
1.842000,4998.158282,2998.158282,101.841718,101.841718,614
1.845000,4998.155283,2998.155283,101.844717,101.844717,615
1.848000,4998.152283,2998.152283,101.847717,101.847717,616
1.851000,4998.149284,2998.149284,101.850716,101.850716,617
1.854000,4998.146284,2998.146284,101.853716,101.853716,618
1.857000,4998.143285,2998.143285,101.856715,101.856715,619
1.860000,4998.140285,2998.140285,101.859715,101.859715,620
1.863000,4998.137286,2998.137286,101.862714,101.862714,621
1.866000,4998.134286,2998.134286,101.865714,101.865714,622
1.869000,4998.131287,2998.131287,101.868713,101.868713,623
1.872000,4998.128287,2998.128287,101.871713,101.871713,624
1.875000,4998.125288,2998.125288,101.874712,101.874712,625
1.878000,4998.122288,2998.122288,101.877712,101.877712,626
1.881000,4998.119288,2998.119288,101.880712,101.880712,627
1.884000,4998.116289,2998.116289,101.883711,101.883711,628
1.887000,4998.113289,2998.113289,101.886711,101.886711,629
1.890000,4998.110290,2998.110290,101.889710,101.889710,630
1.893000,4998.107290,2998.107290,101.892710,101.892710,631
1.896000,4998.104291,2998.104291,101.895709,101.895709,632
1.899000,4998.101291,2998.101291,101.898709,101.898709,633
1.902000,4998.098292,2998.098292,101.901708,101.901708,634
1.905000,4998.095292,2998.095292,101.904708,101.904708,635
1.908000,4998.092293,2998.092293,101.907707,101.907707,636
1.911000,4998.089293,2998.089293,101.910707,101.910707,637
1.914000,4998.086294,2998.086294,101.913706,101.913706,638
1.917000,4998.083294,2998.083294,101.916706,101.916706,639
1.920000,4998.080294,2998.080294,101.919706,101.919706,640
1.923000,4998.077295,2998.077295,101.922705,101.922705,641
1.926000,4998.074295,2998.074295,101.925705,101.925705,642
1.929000,4998.071296,2998.071296,101.928704,101.928704,643
1.932000,4998.068296,2998.068296,101.931704,101.931704,644
1.935000,4998.065297,2998.065297,101.934703,101.934703,645
1.938000,4998.062297,2998.062297,101.937703,101.937703,646
1.941000,4998.059298,2998.059298,101.940702,101.940702,647
1.944000,4998.056298,2998.056298,101.943702,101.943702,648
1.947000,4998.053299,2998.053299,101.946701,101.946701,649
1.950000,4998.050299,2998.050299,101.949701,101.949701,650
1.953000,4998.047300,2998.047300,101.952700,101.952700,651
1.956000,4998.044300,2998.044300,101.955700,101.955700,652
1.959000,4998.041300,2998.041300,101.958700,101.958700,653
1.962000,4998.038301,2998.038301,101.961699,101.961699,654
1.965000,4998.035301,2998.035301,101.964699,101.964699,655
1.968000,4998.032302,2998.032302,101.967698,101.967698,656
1.971000,4998.029302,2998.029302,101.970698,101.970698,657
1.974000,4998.026303,2998.026303,101.973697,101.973697,658
1.977000,4998.023303,2998.023303,101.976697,101.976697,659
1.980000,4998.020304,2998.020304,101.979696,101.979696,660
1.983000,4998.017304,2998.017304,101.982696,101.982696,661
1.986000,4998.014305,2998.014305,101.985695,101.985695,662
1.989000,4998.011305,2998.011305,101.988695,101.988695,663
1.992000,4998.008305,2998.008305,101.991695,101.991695,664
1.995000,4998.005306,2998.005306,101.994694,101.994694,665
1.998000,4998.002306,2998.002306,101.997694,101.997694,666
2.001000,4997.999307,2997.999307,102.000693,102.000693,667
2.004000,4997.996307,2997.996307,102.003693,102.003693,668
2.007000,4997.993308,2997.993308,102.006692,102.006692,669
2.010000,4997.990308,2997.990308,102.009692,102.009692,670
2.013000,4997.987309,2997.987309,102.012691,102.012691,671
2.016000,4997.984309,2997.984309,102.015691,102.015691,672
2.019000,4997.981310,2997.981310,102.018690,102.018690,673
2.022000,4997.978310,2997.978310,102.021690,102.021690,674
2.025000,4997.975311,2997.975311,102.024689,102.024689,675
2.028000,4997.972311,2997.972311,102.027689,102.027689,676
2.031000,4997.969311,2997.969311,102.030689,102.030689,677
2.034000,4997.966312,2997.966312,102.033688,102.033688,678
2.037000,4997.963312,2997.963312,102.036688,102.036688,679
2.040000,4997.960313,2997.960313,102.039687,102.039687,680
2.043000,4997.957313,2997.957313,102.042687,102.042687,681
2.046000,4997.954314,2997.954314,102.045686,102.045686,682
2.049000,4997.951314,2997.951314,102.048686,102.048686,683
2.052000,4997.948315,2997.948315,102.051685,102.051685,684
2.055000,4997.945315,2997.945315,102.054685,102.054685,685
2.058000,4997.942316,2997.942316,102.057684,102.057684,686
2.061000,4997.939316,2997.939316,102.060684,102.060684,687
2.064000,4997.936317,2997.936317,102.063683,102.063683,688
2.067000,4997.933317,2997.933317,102.066683,102.066683,689
2.070000,4997.930317,2997.930317,102.069683,102.069683,690
2.073000,4997.927318,2997.927318,102.072682,102.072682,691
2.076000,4997.924318,2997.924318,102.075682,102.075682,692
2.079000,4997.921319,2997.921319,102.078681,102.078681,693
2.082000,4997.918319,2997.918319,102.081681,102.081681,694
2.085000,4997.915320,2997.915320,102.084680,102.084680,695
2.088000,4997.912320,2997.912320,102.087680,102.087680,696
2.091000,4997.909321,2997.909321,102.090679,102.090679,697
2.094000,4997.906321,2997.906321,102.093679,102.093679,698
2.097000,4997.903322,2997.903322,102.096678,102.096678,699
2.100000,4997.900322,2997.900322,102.099678,102.099678,700
2.103000,4997.897323,2997.897323,102.102677,102.102677,701
2.106000,4997.894323,2997.894323,102.105677,102.105677,702
2.109000,4997.891323,2997.891323,102.108677,102.108677,703
2.112000,4997.888324,2997.888324,102.111676,102.111676,704
2.115000,4997.885324,2997.885324,102.114676,102.114676,705
2.118000,4997.882325,2997.882325,102.117675,102.117675,706
2.121000,4997.879325,2997.879325,102.120675,102.120675,707
2.124000,4997.876326,2997.876326,102.123674,102.123674,708
2.127000,4997.873326,2997.873326,102.126674,102.126674,709
2.130000,4997.870327,2997.870327,102.129673,102.129673,710
2.133000,4997.867327,2997.867327,102.132673,102.132673,711
2.136000,4997.864328,2997.864328,102.135672,102.135672,712
2.139000,4997.861328,2997.861328,102.138672,102.138672,713
2.142000,4997.858329,2997.858329,102.141671,102.141671,714
2.145000,4997.855329,2997.855329,102.144671,102.144671,715
2.148000,4997.852329,2997.852329,102.147671,102.147671,716
2.151000,4997.849330,2997.849330,102.150670,102.150670,717
2.154000,4997.846330,2997.846330,102.153670,102.153670,718
2.157000,4997.843331,2997.843331,102.156669,102.156669,719
2.160000,4997.840331,2997.840331,102.159669,102.159669,720
2.163000,4997.837332,2997.837332,102.162668,102.162668,721
2.166000,4997.834332,2997.834332,102.165668,102.165668,722
2.169000,4997.831333,2997.831333,102.168667,102.168667,723
2.172000,4997.828333,2997.828333,102.171667,102.171667,724
2.175000,4997.825334,2997.825334,102.174666,102.174666,725
2.178000,4997.822334,2997.822334,102.177666,102.177666,726
2.181000,4997.819334,2997.819334,102.180666,102.180666,727
2.184000,4997.816335,2997.816335,102.183665,102.183665,728
2.187000,4997.813335,2997.813335,102.186665,102.186665,729
2.190000,4997.810336,2997.810336,102.189664,102.189664,730
2.193000,4997.807336,2997.807336,102.192664,102.192664,731
2.196000,4997.804337,2997.804337,102.195663,102.195663,732
2.199000,4997.801337,2997.801337,102.198663,102.198663,733
2.202000,4997.798338,2997.798338,102.201662,102.201662,734
2.205000,4997.795338,2997.795338,102.204662,102.204662,735
2.208000,4997.792339,2997.792339,102.207661,102.207661,736
2.211000,4997.789339,2997.789339,102.210661,102.210661,737
2.214000,4997.786340,2997.786340,102.213660,102.213660,738
2.217000,4997.783340,2997.783340,102.216660,102.216660,739
2.220000,4997.780340,2997.780340,102.219660,102.219660,740
2.223000,4997.777341,2997.777341,102.222659,102.222659,741
2.226000,4997.774341,2997.774341,102.225659,102.225659,742
2.229000,4997.771342,2997.771342,102.228658,102.228658,743
2.232000,4997.768342,2997.768342,102.231658,102.231658,744
2.235000,4997.765343,2997.765343,102.234657,102.234657,745
2.238000,4997.762343,2997.762343,102.237657,102.237657,746
2.241000,4997.759344,2997.759344,102.240656,102.240656,747
2.244000,4997.756344,2997.756344,102.243656,102.243656,748
2.247000,4997.753345,2997.753345,102.246655,102.246655,749
2.250000,4997.750345,2997.750345,102.249655,102.249655,750
